cik,start_date,end_date,label
1158728,19990724,20020724,0
727207,20020220,20050220,0
1090514,20160510,20190510,0
1407190,20000202,20030202,0
1159167,20031126,20061126,0
1080866,20070808,20100808,0
1336050,20000520,20030520,0
1511337,20050716,20080716,0
887936,19981008,20011008,0
912767,20070815,20100815,0
864415,20060430,20090430,0
850429,20160301,20190301,0
703970,19960203,19990203,0
701853,20110930,20140930,0
1207074,20160121,20190121,0
1393818,20100415,20130415,0
24090,19961219,19991219,0
1046203,20160305,20190305,0
1266112,20111208,20141208,0
1032863,20040407,20070407,0
1131096,20081219,20111219,0
912262,19990715,20020715,0
1448301,20040109,20070109,0
886163,19980307,20010307,0
717238,19981218,20011218,0
703351,20060511,20090511,0
1097149,20081106,20111106,0
1479750,19930930,19960930,0
925683,20081214,20111214,0
1001903,20110818,20140818,0
1470244,19981127,20011127,0
1087783,20060108,20090108,0
1160165,19941130,19971130,0
1342287,20110828,20140828,0
1538849,19990905,20020905,0
1521404,20081113,20111113,0
1559909,20130501,20160501,0
785787,20070408,20100408,0
88790,20061228,20091228,0
1253689,20080702,20110702,0
1349108,20090503,20120503,0
1083301,19990219,20020219,0
1575571,20060514,20090514,0
1227122,20090510,20120510,0
1056239,19931006,19961006,0
1032462,19960203,19990203,0
1317630,20140129,20170129,0
1340127,19990610,20020610,0
1208195,20041112,20071112,0
1214816,20000520,20030520,0
804138,20060602,20090602,0
1375200,20100210,20130210,0
1506932,20120509,20150509,0
1423221,20010914,20040914,0
1314104,20050511,20080511,0
1588869,20000624,20030624,0
1282393,20050626,20080626,0
46765,20010517,20040517,0
1348259,20060429,20090429,0
763563,20040515,20070515,0
846913,20120523,20150523,0
875751,19990514,20020514,0
806517,20090128,20120128,0
704051,20000130,20030130,0
1368007,19960127,19990127,0
1304280,20000329,20030329,0
1548309,19951228,19981228,0
1462418,19980903,20010903,0
1031203,20070215,20100215,0
108312,19980124,20010124,0
1029581,20051115,20081115,0
911215,19950201,19980201,0
1077814,20040915,20070915,0
1060392,19961214,19991214,0
1430602,20071129,20101129,0
1434804,20120916,20150916,0
929994,19960105,19990105,0
95953,20120916,20150916,0
1159039,19980805,20010805,0
866374,20101205,20131205,0
1448893,20031207,20061207,0
887590,19931130,19961130,0
821995,19990815,20020815,0
1132651,20090627,20120627,0
916085,19911030,19941030,0
916230,20071018,20101018,0
1282977,20080801,20110801,0
833640,20050126,20080126,0
1547994,19951201,19981201,0
813762,20050713,20080713,0
1373715,19931105,19961105,0
1267602,20131129,20161129,0
778972,19950715,19980715,0
86115,20130301,20160301,0
1053584,20020109,20050109,0
1321646,19970801,20000801,0
1565337,19900805,19930805,0
1295947,20051028,20081028,0
1175454,20100923,20130923,0
1289419,19970222,20000222,0
1276533,19931105,19961105,0
811596,20090311,20120311,0
77159,19990924,20020924,0
1426945,20030508,20060508,0
1512077,19970806,20000806,0
1375365,19990928,20020928,0
855658,20090425,20120425,0
1375271,19970205,20000205,0
45919,20130606,20160606,0
1349454,19910516,19940516,0
25212,20110227,20140227,0
1216583,20081028,20111028,0
1551949,19951201,19981201,0
1168197,19990729,20020729,0
66904,20101023,20131023,0
1096791,20060709,20090709,0
744106,19920924,19950924,0
1103837,20120727,20150727,0
1137391,20101110,20131110,0
77449,19960511,19990511,0
1163932,20001214,20031214,0
1130591,19981213,20011213,0
1269143,20130316,20160316,0
1396546,20130517,20160517,0
828747,19980224,20010224,0
1470699,20111103,20141103,0
1167467,20060105,20090105,0
1013220,20070708,20100708,0
933738,20140402,20170402,0
1288992,20031227,20061227,0
884887,20120415,20150415,0
1469606,20130912,20160912,0
1333274,20050616,20080616,0
783280,19940312,19970312,0
78239,20080911,20110911,0
711669,20071003,20101003,0
894351,20060924,20090924,0
1091325,19961213,19991213,0
100885,20080415,20110415,0
814184,20080829,20110829,0
1172168,20110828,20140828,0
1054102,19990724,20020724,0
1299139,20050302,20080302,0
1031927,20120224,20150224,0
1513363,20040810,20070810,0
1063293,20130131,20160131,0
1166126,20070315,20100315,0
1111665,20120413,20150413,0
1371446,20050405,20080405,0
884614,20141022,20171022,0
1379895,20050513,20080513,0
1097609,19961219,19991219,0
1042729,20041110,20071110,0
7789,19990815,20020815,0
1583001,20050601,20080601,0
890898,20140710,20170710,0
1082923,20010701,20040701,0
879635,20120516,20150516,0
914713,20141022,20171022,0
1268533,20100321,20130321,0
1049502,20031207,20061207,0
34956,19940821,19970821,0
1020017,20130920,20160920,0
1325879,20060916,20090916,0
54473,20041110,20071110,0
1060349,20050219,20080219,0
1033905,19940226,19970226,0
1421182,20051111,20081111,0
1175505,19960714,19990714,0
1086222,19931230,19961230,0
1390707,19980903,20010903,0
885550,20010701,20040701,0
57131,20130517,20160517,0
46619,20010701,20040701,0
1142596,20120501,20150501,0
1068279,20100418,20130418,0
203077,19900805,19930805,0
1319161,20041231,20071231,0
1401257,20050803,20080803,0
1051003,20131129,20161129,0
1108109,20080803,20110803,0
1124140,19970703,20000703,0
708781,19940505,19970505,0
1471261,20120504,20150504,0
1462694,20070120,20100120,0
1341439,20050212,20080212,0
731766,19940629,19970629,0
36506,19970222,20000222,0
1434868,20070216,20100216,0
1383729,20000512,20030512,0
833040,20061231,20091231,0
1305014,19981202,20011202,0
1361248,19970720,20000720,0
1100682,19971010,20001010,0
1137019,19900817,19930817,0
1399250,20070808,20100808,0
1019272,19940911,19970911,0
877212,20141015,20171015,0
1564584,19981004,20011004,0
1069258,19941221,19971221,0
1011006,19990904,20020904,0
43196,20000130,20030130,0
1068144,19910918,19940918,0
1177845,20140314,20170314,0
1001233,20040303,20070303,0
874866,19961226,19991226,0
28823,20141030,20171030,0
101382,19970829,20000829,0
1391437,20010926,20040926,0
55080,19980220,20010220,0
740112,19970716,20000716,0
914475,19970406,20000406,0
799167,20061117,20091117,0
1302028,20070526,20100526,0
914025,20041001,20071001,0
864240,20060709,20090709,0
74208,19961206,19991206,0
880432,19990219,20020219,0
1537435,19900721,19930721,0
1513761,19981231,20011231,0
101830,19940406,19970406,0
928592,19950729,19980729,0
728535,19900805,19930805,0
1023128,20101110,20131110,0
1510599,19990514,20020514,0
24545,20130501,20160501,0
833444,19981114,20011114,0
64472,20090617,20120617,0
1181024,20030302,20060302,0
1282631,20050310,20080310,0
1414475,19991023,20021023,0
903651,19991114,20021114,0
837465,20021101,20051101,0
